reference,nom,categorie,sous_categorie,prix,stock,etat,couleur,taille,pointure,marque,matiere,genre,description_courte,description,note_produit,dossier_images,statut,nb_images,nb_videos,confiance_regroupement,controle_requis,fichiers_sources,prix_min_marche,prix_max_marche,prix_a_verifier,prix_source_logique,source_web,niveau_verification
PR179,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR179.txt,PR179,draft,1,0,media_unique_a_verifier,oui,cbb06bc0-6f9f-424e-9c24-03d1e9c3ae37.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR180,Soin parfumé pour le corps,Beauté et soins,Soin corporel,3000,1,,,,,,,Femme,Soin corporel parfumé destiné à compléter une routine beauté quotidienne.,"Soin parfumé pour le corps

Ce soin parfumé pour le corps s’intègre dans une routine beauté et laisse la peau délicatement parfumée. Le produit et son conditionnement sont présentés sur le média associé.",produits/notes/PR180.txt,PR180,draft,1,0,media_unique_a_verifier,oui,ccdee6b5-2d07-430c-b6d6-35d97f304675.jpeg,2000,6000,oui,"Prix indicatif pour un soin corporel parfumé générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR181,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR181.txt,PR181,draft,1,0,media_unique_a_verifier,oui,cd007343-9dd9-4627-aca5-e723212f8f6b.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR182,Déodorant corporel parfumé,Beauté et soins,Déodorant,3000,1,,,,,,,Mixte,Déodorant corporel parfumé pour une sensation de fraîcheur au quotidien.,"Déodorant corporel parfumé

Ce déodorant corporel parfumé est conçu pour compléter une routine de soin et apporter une sensation de fraîcheur. Son conditionnement et sa présentation sont visibles sur le média associé.",produits/notes/PR182.txt,PR182,draft,1,0,media_unique_a_verifier,oui,cd714b80-5fdf-4bf7-afaa-fefc64be7d23.jpeg,2500,5000,oui,"Prix indicatif pour un déodorant corporel générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR183,Soin parfumé pour le corps,Beauté et soins,Soin corporel,3000,1,,,,,,,Femme,Soin corporel parfumé destiné à compléter une routine beauté quotidienne.,"Soin parfumé pour le corps

Ce soin parfumé pour le corps s’intègre dans une routine beauté et laisse la peau délicatement parfumée. Le produit et son conditionnement sont présentés sur le média associé.",produits/notes/PR183.txt,PR183,draft,1,0,media_unique_a_verifier,oui,cd891e82-45f5-4069-8320-3d119cd207ab.jpeg,2000,6000,oui,"Prix indicatif pour un soin corporel parfumé générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR184,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR184.txt,PR184,draft,1,0,media_unique_a_verifier,oui,ced0ab00-b19c-4525-9463-38cdd612bea3.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR185,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR185.txt,PR185,draft,1,0,media_unique_a_verifier,oui,cf02f2ed-be65-4a83-b816-8010bedf75b8.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR186,Déodorant corporel parfumé,Beauté et soins,Déodorant,3000,1,,,,,,,Mixte,Déodorant corporel parfumé pour une sensation de fraîcheur au quotidien.,"Déodorant corporel parfumé

Ce déodorant corporel parfumé est conçu pour compléter une routine de soin et apporter une sensation de fraîcheur. Son conditionnement et sa présentation sont visibles sur le média associé.",produits/notes/PR186.txt,PR186,draft,1,0,media_unique_a_verifier,oui,cf17ce87-f0b5-42e7-b2ce-9270cffc90ef.jpeg,2500,5000,oui,"Prix indicatif pour un déodorant corporel générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR187,Bague fantaisie,Bijoux,Bague,5500,1,,,,,,,Femme,"Bague fantaisie décorative, idéale pour apporter une touche élégante à une tenue.","Bague fantaisie

Ce bijou fantaisie présente un style décoratif et peut être porté au quotidien ou lors d’une occasion particulière. Sa forme et ses détails sont visibles sur le média associé.",produits/notes/PR187.txt,PR187,draft,1,0,media_unique_a_verifier,oui,d0216c4e-f823-41e9-95c1-067425d114e1.jpeg,3000,10000,oui,"Prix indicatif pour une bague fantaisie sans métal, pierre ou marque confirmés.",,Description enrichie ; matière et dimensions à vérifier
PR188,Soin parfumé pour le corps,Beauté et soins,Soin corporel,3000,1,,,,,,,Femme,Soin corporel parfumé destiné à compléter une routine beauté quotidienne.,"Soin parfumé pour le corps

Ce soin parfumé pour le corps s’intègre dans une routine beauté et laisse la peau délicatement parfumée. Le produit et son conditionnement sont présentés sur le média associé.",produits/notes/PR188.txt,PR188,draft,1,0,media_unique_a_verifier,oui,d314b035-0971-4984-be5a-6dab7e9fbb39.jpeg,2000,6000,oui,"Prix indicatif pour un soin corporel parfumé générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR189,Déodorant corporel parfumé,Beauté et soins,Déodorant,3000,1,,,,,,,Mixte,Déodorant corporel parfumé pour une sensation de fraîcheur au quotidien.,"Déodorant corporel parfumé

Ce déodorant corporel parfumé est conçu pour compléter une routine de soin et apporter une sensation de fraîcheur. Son conditionnement et sa présentation sont visibles sur le média associé.",produits/notes/PR189.txt,PR189,draft,1,0,media_unique_a_verifier,oui,d4035615-e95a-4668-87e6-cad8c747f9df.jpeg,2500,5000,oui,"Prix indicatif pour un déodorant corporel générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR190,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR190.txt,PR190,draft,1,0,media_unique_a_verifier,oui,d4cb886e-6293-401c-80bd-71ee97200126.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR191,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR191.txt,PR191,draft,1,0,media_unique_a_verifier,oui,d529ee1c-0e88-47c0-b880-fb0f9f4b9509.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR192,Soin parfumé pour le corps,Beauté et soins,Soin corporel,3000,1,,,,,,,Femme,Soin corporel parfumé destiné à compléter une routine beauté quotidienne.,"Soin parfumé pour le corps

Ce soin parfumé pour le corps s’intègre dans une routine beauté et laisse la peau délicatement parfumée. Le produit et son conditionnement sont présentés sur le média associé.",produits/notes/PR192.txt,PR192,draft,1,0,media_unique_a_verifier,oui,d5a6b6f6-528b-450b-8ecd-62c7bcd956d7.jpeg,2000,6000,oui,"Prix indicatif pour un soin corporel parfumé générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR193,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR193.txt,PR193,draft,1,0,media_unique_a_verifier,oui,d888f4ac-81f4-4002-b5c2-b242658e7357.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR194,Eau de parfum,Parfums,Eau de parfum,10000,1,,,,,,,Mixte,"Eau de parfum présentée avec son flacon ou son emballage, destinée à compléter une collection de fragrances.","Eau de parfum

Cette fragrance est présentée avec son flacon ou son emballage visible sur le média associé. Elle convient à une utilisation quotidienne ou à des occasions particulières, selon son profil olfactif.

INFORMATIONS À CONFIRMER
• Nom commercial exact
• Marque
• Contenance
• Concentration et notes olfactives

Aucune pyramide olfactive ni comparaison avec une autre fragrance n’est ajoutée sans identification certaine du produit.",produits/notes/PR194.txt,PR194,draft,1,0,media_unique_a_verifier,oui,d8c7ce97-8f80-4faf-94b7-893069b1c713.jpeg,6800,15000,oui,Prix indicatif pour une eau de parfum générique/non identifiée. Marque et contenance à confirmer.,,Produit non identifié avec une certitude suffisante
PR195,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR195.txt,PR195,draft,1,0,media_unique_a_verifier,oui,d92ed966-969d-4799-9661-30e023d8357b.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR196,Soin parfumé pour le corps,Beauté et soins,Soin corporel,3000,1,,,,,,,Femme,Soin corporel parfumé destiné à compléter une routine beauté quotidienne.,"Soin parfumé pour le corps

Ce soin parfumé pour le corps s’intègre dans une routine beauté et laisse la peau délicatement parfumée. Le produit et son conditionnement sont présentés sur le média associé.",produits/notes/PR196.txt,PR196,draft,1,0,media_unique_a_verifier,oui,daf864fe-6383-4eeb-b2b5-3bb933730c31.jpeg,2000,6000,oui,"Prix indicatif pour un soin corporel parfumé générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
